1809,Criminal's thread
2130,Pot of cream
21301,Obsidian platebody
21304,Obsidian platelegs
21307,Rogue's equipment crate
21308,Red rainbow strand
21309,Orange rainbow strand
21310,Yellow rainbow strand
21311,Green rainbow strand
21312,Blue rainbow strand
21313,Purple rainbow strand
21314,Rainbow scarf
21316,Amethyst broad bolts
21318,Amethyst javelin
2132,Raw beef
21320,Amethyst javelin(p)
21322,Amethyst javelin(p+)
21324,Amethyst javelin(p++)
21326,Amethyst arrow
23,Red cog
2301,Pineapple pizza
2303,1/2 pineapple pizza
2305,Burnt pizza
2307,Bread dough
2309,Bread
231,Snape grass
2311,Burnt bread
2313,Pie dish
2315,Pie shell
2317,Uncooked apple pie
2470,Orange flowers
2472,Mixed flowers
2474,White flowers
2476,Black flowers
2481,Lantadyme
2483,Lantadyme potion (unf)
2485,Grimy lantadyme
2487,Blue d'hide vamb
2489,Red d'hide vamb
2631,Highwayman mask
2633,Blue beret
2635,Black beret
2637,White beret
2639,Tan cavalier
2641,Dark cavalier
2643,Black cavalier
2645,Red headband
2647,Black headband
2760,Sliding piece
2761,Sliding piece
2762,Sliding piece
2763,Sliding piece
2764,Sliding piece
2765,Sliding piece
2766,Sliding piece
2767,Sliding piece
2768,Sliding piece
2769,Sliding piece
285,Plague trousers
2850,Challenge scroll (medium)
2851,Clue scroll (medium)
2852,Challenge scroll (medium)
2853,Clue scroll (medium)
2854,Challenge scroll (medium)
2855,Clue scroll (medium)
2856,Clue scroll (medium)
2857,Clue scroll (medium)
2858,Clue scroll (medium)
3140,Dragon chainbody
3142,Raw karambwan
3144,Cooked karambwan
3146,Poison karambwan
3147,Cooked karambwan
3148,Burnt karambwan
315,Shrimps
3150,Raw karambwanji
3152,Karambwan paste
3153,Karambwan paste
331,Raw salmon
3325,Vampire dust
3327,Myre snelm
3329,Blood'n'tar snelm
333,Trout
3331,Ochre snelm
3333,Bruise blue snelm
3335,Broken bark snelm
3337,Myre snelm
3339,Blood'n'tar snelm
3470,Fine cloth
3472,Black plateskirt (t)
3473,Black plateskirt (g)
3474,Adamant plateskirt (t)
3475,Adamant plateskirt (g)
3476,Rune plateskirt (g)
3477,Rune plateskirt (t)
3478,Zamorak plateskirt
3479,Saradomin plateskirt
3630,Sliding piece
3631,Sliding piece
3632,Sliding piece
3633,Sliding piece
3634,Sliding piece
3635,Sliding piece
3636,Sliding piece
3637,Sliding piece
3638,Sliding piece
3639,Sliding piece
3827,Saradomin page 1
3828,Saradomin page 2
3829,Saradomin page 3
383,Raw shark
3830,Saradomin page 4
3831,Zamorak page 1
3832,Zamorak page 2
3833,Zamorak page 3
3834,Zamorak page 4
3835,Guthix page 1
4211,Elf crystal
4212,New crystal bow
4214,Crystal bow full
4215,Crystal bow 9/10
4216,Crystal bow 8/10
4217,Crystal bow 7/10
4218,Crystal bow 6/10
4219,Crystal bow 5/10
422,Bird feed
433,Pirate message
4331,Team-9 cape
4333,Team-10 cape
4335,Team-11 cape
4337,Team-12 cape
4339,Team-13 cape
434,Clay
4341,Team-14 cape
4343,Team-15 cape
4345,Team-16 cape
4470,Herb tea mix
4472,Herb tea mix
4474,Herb tea mix
4476,Herb tea mix
4478,Herb tea mix
4480,Herb tea mix
4482,Herb tea mix
4484,Safety guarantee
4485,White pearl
460,Scorpion cage
4600,Willow blackjack
4601,Ugthanki dung
4602,Ugthanki dung
4603,Receipt
4604,Hag's poison
4605,Snake charm
4606,Snake basket
4607,Snake basket full
4608,Super kebab
480,Bronze pick head
4803,Rune brutal
4808,Black prism
4809,Torn page
4810,Ruined backpack
4811,Dragon inn tankard
4812,Zogre bones
4814,Sithik portrait
4815,Sithik portrait
4816,Signed portrait
500,Broken axe
5001,Raw cave eel
5002,Burnt cave eel
5003,Cave eel
5004,Frog spawn
5008,Brooch
5009,Goblin symbol book
5010,Key
5011,Silverware
5012,Peace treaty
5013,Mining helmet
5014,Mining helmet
5016,Bone spear
5018,Bone club
530,Bat bones
5300,Snapdragon seed
5301,Cadantine seed
5302,Lantadyme seed
5303,Dwarf weed seed
5304,Torstol seed
5305,Barley seed
5306,Jute seed
5307,Hammerstone seed
5308,Asgarnian seed
550,Newcomer map
5500,Pineapple sapling
5501,Papaya sapling
5502,Palm sapling
5503,Calquat sapling
5504,Strawberry
5506,Old man's message
5507,Strange book
5508,Book of folklore
5509,Small pouch
5600,Tin
5601,Chisel
5602,Bronze wire
5603,Shears
5604,Magnet
5605,Knife
5606,Makeover voucher
5607,Grain
5608,Fox
5609,Chicken
5720,Iron spear(p++)
5722,Steel spear(p++)
5724,Mithril spear(p++)
5726,Adamant spear(p++)
5728,Rune spear(p++)
573,Air orb
5730,Dragon spear(p++)
5732,Stool
5733,Rotten potato
5734,Black spear(p+)
589,Gnome amulet
5891,Moonlight mead(m1)
5893,Moonlight mead(m2)
5895,Moonlight mead(m3)
5897,Moonlight mead(m4)
5899,Axeman's folly(m1)
590,Tinderbox
5901,Axeman's folly(m2)
5903,Axeman's folly(m3)
5905,Axeman's folly(m4)
6010,Marigolds
6012,Nasturtiums
6014,Rosemary
6016,Cactus spine
6018,Poison ivy berries
602,Lens mould
6020,Leaves
6022,Leaves
6024,Leaves
6026,Leaves
611,Locating crystal
6110,Ghostly gloves
6111,Ghostly cloak
6112,Kelda seed
6113,Kelda hops
6118,Kelda stout
6119,Square stone
612,Locating crystal
6120,Square stone
6121,Letter
6200,Raw fishlike thing
6202,Fishlike thing
6204,Raw fishlike thing
6206,Fishlike thing
6209,Small fishing net
621,Ship ticket
6211,Teak pyre logs
6213,Mahogany pyre log
6215,Broodoo shield (10)
6217,Broodoo shield (9)
6351,Tribal top
6353,Villager robe
6355,Villager hat
6357,Villager sandals
6359,Villager armband
636,Pink robe top
6361,Tribal top
6363,Villager robe
6365,Villager hat
6367,Villager sandals
3836,Guthix page 2
3845,Journal
3861,Games necklace(4)
3884,Board game piece
4,Ammo mould
4035,10th squad sigil
4051,Toolkit
4073,Damp tinderbox
654,Turquoise robe bottoms
6541,Mouse toy
6542,Present
6543,Antique lamp
6544,Catspeak amulet(e)
6545,Chores
6546,Recipe
6547,Doctors hat
6548,Nurse hat
6549,Lazy cat
669,Specimen jar
6691,Saradomin brew(1)
6693,Crushed nest
6695,Desert lizard
6696,Ice cooler
6697,Pat of butter
6699,Burnt potato
670,Specimen brush
6701,Baked potato
6703,Potato with butter
6705,Potato with cheese
6707,Camulet
6708,Slayer gloves
6709,Fever spider
690,Broken glass
6900,Icosahedron
6901,Pentamid
6902,Orb
6903,Dragonstone
6904,Animals' bones
6905,Animals' bones
6906,Animals' bones
6907,Animals' bones
6908,Beginner wand
70,Magic longbow (u)
700,Chemical powder
7000,Stone right leg
7001,Camel mould (p)
7002,Stone head
7003,Camel mask
701,Ammonium nitrate
702,Unidentified liquid
703,Nitroglycerin
704,Ground charcoal
709,Chest key
7090,Burnt egg
7092,Burnt onion
7094,Burnt mushroom
7096,Board game piece
7097,Board game piece
7098,Board game piece
7099,Board game piece
710,Vase
7100,Board game piece
7180,Half a garden pie
7182,Part fish pie
7184,Part fish pie
7186,Raw fish pie
7188,Fish pie
719,Scrumpled note
7190,Half a fish pie
7192,Part admiral pie
7194,Part admiral pie
7196,Raw admiral pie
7270,Clue scroll (hard)
7271,Challenge scroll (hard)
7272,Clue scroll (hard)
7273,Challenge scroll (hard)
7274,Clue scroll (medium)
7275,Challenge scroll (medium)
7276,Clue scroll (medium)
7277,Challenge scroll (medium)
7278,Clue scroll (medium)
7279,Challenge scroll (medium)
7380,Green d'hide chaps (t)
7382,Blue d'hide chaps (g)
7384,Blue d'hide chaps (t)
7386,Blue skirt (g)
7388,Blue skirt (t)
739,Bravery potion
7390,Blue wizard robe (g)
7392,Blue wizard robe (t)
7394,Blue wizard hat (g)
7396,Blue wizard hat (t)
748,Holy force
7480,Red spice (4)
7481,Red spice (3)
7482,Red spice (2)
7483,Red spice (1)
7484,Orange spice (4)
7485,Orange spice (3)
7486,Orange spice (2)
7487,Orange spice (1)
7488,Brown spice (4)
7580,Snake over-cooked
7581,Overgrown hellcat
7582,Hell cat
7583,Hell-kitten
7584,Lazy hell cat
7585,Wily hellcat
7586,Dummy
7587,Coffin
7588,Coffin
7589,Coffin
77,Khali brew
770,Ardougne cloak
7700,Teapot with leaves
7702,Teapot
7704,Pot of tea (4)
7706,Pot of tea (3)
7708,Pot of tea (2)
771,Dramen branch
7710,Pot of tea (1)
7712,Teapot with leaves
7780,Fishing tome
7781,Fishing tome
7782,Agility tome
7783,Agility tome
7784,Agility tome
7785,Thieving tome
7786,Thieving tome
7787,Thieving tome
7788,Slayer tome
7789,Slayer tome
7872,Fire giant bone
7873,Bone in vinegar
7874,Fire giant bone
7875,Ice giant ribs
7876,Bone in vinegar
7877,Ice giant ribs
7878,Terrorbird wing
7879,Bone in vinegar
788,Glough's key
801,Iron thrownaxe
8010,Camelot teleport
8011,Ardougne teleport
8012,Watchtower teleport
8013,Teleport to house
8014,Bones to bananas
8015,Bones to peaches
8016,Enchant sapphire or opal
8017,Enchant emerald or jade
8018,Enchant ruby or topaz
811,Rune dart
8110,Carved oak bench
8111,Teak dining bench
8112,Carved teak bench
8113,Mahogany bench
8114,Gilded bench
8115,Wood dining table
8116,Oak dining table
8117,Carved oak table
8118,Teak table
8119,Carved teak table
812,Bronze dart(p)
8120,Mahogany table
8121,Opulent table
8122,Oak door
8123,Steel-plated door
8124,Marble door
8125,Decorative blood
821,Steel dart tip
8210,Rosemary
8211,Daffodils
8212,Bluebells
8213,Sunflower
8214,Marigolds
8215,Roses
8216,Firepit
8217,Firepit with hook
8218,Firepit with pot
8219,Small oven
822,Mithril dart tip
8220,Large oven
8221,Steel range
8222,Fancy range
8223,Wooden shelves 1
8224,Wooden shelves 2
8225,Wooden shelves 3
87,Armadyl pendant
870,Bronze knife(p)
8700,Steel heraldic helm
8702,Steel heraldic helm
8704,Steel heraldic helm
8706,Steel heraldic helm
8708,Steel heraldic helm
871,Iron knife(p)
8710,Steel heraldic helm
8712,Steel heraldic helm
8714,Rune kiteshield
8716,Rune kiteshield
8718,Rune kiteshield
872,Steel knife(p)
8720,Rune kiteshield
8722,Rune kiteshield
8724,Rune kiteshield
8570,Carved teak bench
8572,Mahogany bench
8574,Gilded bench
8576,Wooden bed
8578,Oak bed
8580,Large oak bed
8582,Teak bed
8584,Large teak bed
8586,Four-poster bed
8588,Gilded four-poster
859,Magic longbow
8590,Oak clock
8592,Teak clock
8594,Gilded clock
8596,Shaving stand
8598,Oak shaving stand
6719,Unsanitary swill
6733,Archers ring
6748,Demonic sigil
6759,Chest
6770,Directions
68,Yew shortbow (u)
6821,Orb
6830,Box bauble
6849,Bell bauble
6858,Jester hat
6867,Red marionette
6876,Blue marionette
6886,Progress hat
879,Opal bolts
8790,Bolt of cloth
8792,Clockwork
8794,Saw
88,Boots of lightness
880,Pearl bolts
881,Barbed bolts
882,Bronze arrow
883,Bronze arrow(p)
8837,Timber beam
8839,Void knight top
884,Iron arrow
8840,Void knight robe
8841,Void knight mace
8880,Dorgeshuun crossbow
8882,Bone bolts
8887,Zanik
8888,Zanik (ham)
8889,Zanik (showdown)
889,Mithril arrow(p)
8890,Coins
89,Boots of lightness
890,Adamant arrow
8900,Cave horror
8901,Black mask (10)
8903,Black mask (9)
8905,Black mask (8)
8907,Black mask (7)
8909,Black mask (6)
9415,Grapple
9416,Mith grapple tip
9418,Mith grapple
9419,Mith grapple
942,Bronze fire arrows
9420,Bronze limbs
9422,Blurite limbs
9423,Iron limbs
9425,Steel limbs
9427,Mithril limbs
9429,Adamantite limbs
943,Worm
9431,Runite limbs
9433,Bolt pouch
9434,Bolt mould
9436,Sinew
9438,Crossbow string
9580,Unfinished crunchy
9581,Half made crunchy
9582,Unfinished crunchy
9583,Half made crunchy
9584,Unfinished crunchy
9589,Dossier
9590,Dossier
9591,Broken cauldron
9592,Magic glue
9593,Weird gloop
9594,Ground mud runes
9595,Hazelmere's book
9597,A red circle
9598,A red triangle
9599,A red square
960,Plank
9600,A red pentagon
973,Charcoal
9731,Mind shield
9733,Mind helmet
9735,Desert goat horn
9736,Goat horn dust
9739,Combat potion(4)
9741,Combat potion(3)
9743,Combat potion(2)
9745,Combat potion(1)
9747,Attack cape
9748,Attack cape(t)
9749,Attack hood
975,Machete
9750,Strength cape
9751,Strength cape(t)
9752,Strength hood
9753,Defence cape
9754,Defence cape(t)
10190,Clue scroll (easy)
10191,Casket (easy)
10192,Clue scroll (easy)
10193,Casket (easy)
10194,Clue scroll (easy)
10195,Casket (easy)
10196,Clue scroll (easy)
10197,Casket (easy)
10198,Clue scroll (easy)
10199,Casket (easy)
10200,Clue scroll (easy)
10201,Casket (easy)
10202,Clue scroll (easy)
10203,Casket (easy)
10204,Clue scroll (easy)
10205,Casket (easy)
10206,Clue scroll (easy)
10370,Zamorak d'hide
10372,Zamorak chaps
10374,Zamorak coif
10376,Guthix bracers
10378,Guthix dragonhide
1038,Red partyhat
10380,Guthix chaps
10382,Guthix coif
10384,Saradomin bracers
10386,Saradomin d'hide
10388,Saradomin chaps
10390,Saradomin coif
10392,A powdered wig
10394,Flared trousers
10396,Pantaloons
10398,Sleeping cap
10530,Healer horn
10531,Green egg
10532,Red egg
10533,Blue egg
10534,Yellow egg
10535,Poisoned egg
10536,Spiked/pois. egg
10537,Omega egg
10538,Defender horn
10539,Poisoned tofu
10540,Poisoned worms
10541,Poisoned meat
10542,Healing vial(4)
10543,Healing vial(3)
10544,Healing vial(2)
10545,Healing vial(1)
10546,Healing vial
10547,Healer hat
10710,Adamant helm (h2)
10711,Adamant helm (h3)
10712,Adamant helm (h4)
10713,Adamant helm (h5)
10714,Bob's red shirt
10715,Bob's blue shirt
10716,Bob's green shirt
10717,Bob's black shirt
10718,Bob's purple shirt
10719,Amulet of glory (t)
10720,Guthix cape
10721,Frog mask
10722,Reindeer hat
10723,Jack lantern mask
10724,Skeleton boots
10725,Skeleton gloves
10726,Skeleton leggings
10727,Skeleton shirt
109,Dwarf weed potion (unf)
10904,Skull staple
10909,Mixture - step 1(4)
1091,Adamant plateskirt
10911,Mixture - step 1(3)
10913,Mixture - step 1(2)
10915,Mixture - step 1(1)
10917,Mixture - step 2(4)
10919,Mixture - step 2(3)
10921,Mixture - step 2(2)
10923,Mixture - step 2(1)
10925,Sanfew serum(4)
10927,Sanfew serum(3)
10929,Sanfew serum(2)
1093,Rune plateskirt
10931,Sanfew serum(1)
10933,Lumberjack boots
10934,Reward token
11391,Iron hasta(p++)
11393,Steel hasta(p)
11395,Steel hasta(kp)
11396,Steel hasta(p+)
11398,Steel hasta(p++)
11400,Mithril hasta(p)
11402,Mithril hasta(kp)
11403,Mithril hasta(p+)
11405,Mithril hasta(p++)
11407,Adamant hasta(p)
11409,Adamant hasta(kp)
1141,Steel med helm
11410,Adamant hasta(p+)
11412,Adamant hasta(p++)
11414,Rune hasta(p)
11416,Rune hasta(kp)
11417,Rune hasta(p+)
1159,Mithril full helm
1161,Adamant full helm
1163,Rune full helm
11640,Book of knowledge
1165,Black full helm
11656,Glassblowing book
11663,Void mage helm
11664,Void ranger helm
11665,Void melee helm
11666,Void seal(8)
11667,Void seal(7)
11668,Void seal(6)
11669,Void seal(5)
11750,Crystal bow 9/10 (i)
11751,Crystal bow 8/10 (i)
11752,Crystal bow 7/10 (i)
11753,Crystal bow 6/10 (i)
11754,Crystal bow 5/10 (i)
11755,Crystal bow 4/10 (i)
11756,Crystal bow 3/10 (i)
11757,Crystal bow 2/10 (i)
11758,Crystal bow 1/10 (i)
11759,New crystal shield (i)
11760,Crystal shield full (i)
11761,Crystal shield 9/10 (i)
11762,Crystal shield 8/10 (i)
11763,Crystal shield 7/10 (i)
11764,Crystal shield 6/10 (i)
11765,Crystal shield 5/10 (i)
11766,Crystal shield 4/10 (i)
11767,Crystal shield 3/10 (i)
11930,Odium shard 3
11931,Malediction shard 1
11932,Malediction shard 2
11933,Malediction shard 3
11934,Raw dark crab
11936,Dark crab
11938,Burnt dark crab
11940,Dark fishing bait
11941,Looting bag
11942,Ecumenical key
11943,Lava dragon bones
1195,Black kiteshield
11951,Extended antifire (4)
11953,Extended antifire (3)
11955,Extended antifire (2)
11957,Extended antifire (1)
11959,Black chinchompa
12100,Clue scroll (elite)
12101,Clue scroll (elite)
12102,Clue scroll (elite)
12103,Clue scroll (elite)
12104,Clue scroll (elite)
12105,Clue scroll (elite)
12106,Clue scroll (elite)
12107,Clue scroll (elite)
12108,Clue scroll (elite)
12109,Clue scroll (elite)
1211,Adamant dagger
12110,Clue scroll (elite)
12111,Clue scroll (elite)
12112,Casket (elite)
12113,Clue scroll (elite)
12114,Clue scroll (elite)
12115,Clue scroll (elite)
12116,Clue scroll (elite)
12117,Clue scroll (elite)
12291,Mithril kiteshield (t)
12293,Mithril full helm (t)
12295,Mithril plateskirt (t)
12297,Black pickaxe
12299,White headband
123,Attack potion(2)
12301,Blue headband
12303,Gold headband
12305,Pink headband
12307,Green headband
12309,Pink boater
1231,Dragon dagger(p)
12311,Purple boater
12313,White boater
12315,Pink elegant shirt
12317,Pink elegant legs
12319,Crier hat
12321,White cavalier
12323,Red cavalier
12325,Navy cavalier
12327,Red d'hide body (g)
12329,Red d'hide chaps (g)
1233,Black dagger(p)
12331,Red d'hide body (t)
12333,Red d'hide chaps (t)
12335,Briefcase
12337,Sagacious spectacles
12339,Pink elegant blouse
13400,Servery dish
13401,Servery pie shell
13402,Servery uncooked pie
13403,Servery meat pie
13404,Servery pizza base
13405,Servery tomato
13406,Servery incomplete pizza
13407,Servery cheese
13408,Servery uncooked pizza
13409,Servery plain pizza
1341,Black warhammer
13410,Servery pineapple
13411,Servery pineapple chunks
13412,Servery pineapple pizza
13413,Servery cooked meat
13414,Servery potato
13415,Servery incomplete stew
13416,Servery incomplete stew
12690,Clan wars cape
12691,Tyrannical ring (i)
12692,Treasonous ring (i)
12693,Kree'arra
12694,Chaos elemental
12695,Super combat potion(4)
12697,Super combat potion(3)
12699,Super combat potion(2)
127,Restore potion(3)
12701,Super combat potion(1)
12703,Pet penance queen
12704,Oak house
12705,Teak house
12706,Mahogany house
12707,Consecrated house
12708,Desecrated house
12709,Nature house
1271,Adamant pickaxe
12871,Black dragonhide set
12873,Guthan's armour set
12875,Verac's armour set
12877,Dharok's armour set
12879,Torag's armour set
12881,Ahrim's armour set
12883,Karil's armour set
12885,Jar of sand
12887,Santa mask
12888,Santa jacket
12889,Santa pantaloons
1289,Rune sword
12890,Santa gloves
12891,Santa boots
12892,Antisanta mask
12893,Antisanta jacket
12894,Antisanta pantaloons
12895,Antisanta gloves
13050,Guthix armour set (sk)
13052,Armadyl rune armour set (lg)
13054,Armadyl rune armour set (sk)
13056,Bandos rune armour set (lg)
13058,Bandos rune armour set (sk)
13060,Ancient rune armour set (lg)
13062,Ancient rune armour set (sk)
13064,Combat potion set
13066,Super potion set
13068,Quest point cape (t)
13069,Achievement diary cape (t)
1307,Bronze 2h sword
13070,Achievement diary hood
13071,Chompy chick
13072,Elite void top
13073,Elite void robe
13074,Pharaoh's sceptre (8)
13075,Pharaoh's sceptre (7)
13580,Graceful hood
13581,Graceful cape
13582,Graceful cape
13583,Graceful top
13584,Graceful top
13585,Graceful legs
13586,Graceful legs
13587,Graceful gloves
13588,Graceful gloves
13589,Graceful boots
1359,Rune axe
13590,Graceful boots
13591,Graceful hood
13592,Graceful hood
13593,Graceful cape
13594,Graceful cape
13595,Graceful top
13596,Graceful top
13597,Graceful legs
1377,Dragon battleaxe
1379,Staff
1381,Staff of air
1383,Staff of water
1385,Staff of earth
1387,Staff of fire
1389,Magic staff
139,Prayer potion(3)
1391,Battlestaff
1393,Fire battlestaff
1395,Water battlestaff
1397,Air battlestaff
1399,Earth battlestaff
14,Railing
1401,Mystic fire staff
1403,Mystic water staff
1405,Mystic air staff
1407,Mystic earth staff
1409,Iban's staff
141,Prayer potion(2)
1411,Farmer's fork
1413,Halberd
1415,Warhammer
1417,Javelin
1419,Scythe
1420,Iron mace
1422,Bronze mace
1424,Steel mace
1426,Black mace
13598,Graceful legs
13615,Graceful hood
13633,Graceful legs
13651,Clue bottle (elite)
1410,Iban's staff
1509,Book
1534,Rogue's purse
1556,Pet kitten
1577,Pete's candlestick
1428,Mithril mace
143,Prayer potion(1)
1430,Adamant mace
1432,Rune mace
1434,Dragon mace
1436,Rune essence
1438,Air talisman
1440,Earth talisman
1442,Fire talisman
1444,Water talisman
1446,Body talisman
1448,Mind talisman
145,Super attack(3)
1452,Chaos talisman
1454,Cosmic talisman
1456,Death talisman
1458,Law talisman
1462,Nature talisman
1464,Archery ticket
1465,Weapon poison
1466,Sea slug
1467,Damp sticks
1468,Dry sticks
1469,Broken glass
147,Super attack(2)
1470,Red bead
1472,Yellow bead
1474,Black bead
1476,White bead
1478,Amulet of accuracy
1480,Rock
1481,Orb of light
1482,Orb of light
1483,Orb of light
1484,Orb of light
1485,Damp cloth
1486,Piece of railing
1487,Unicorn horn
1488,Paladin's badge
1489,Paladin's badge
149,Super attack(1)
1490,Paladin's badge
1491,Witch's cat
1492,Doll of iban
1493,Old journal
1494,History of iban
1495,Klank's gauntlets
1496,Iban's dove
1497,Amulet of othanian
1498,Amulet of doomion
1499,Amulet of holthion
151,Fishing potion(3)
1510,Picture
1511,Logs
1513,Magic logs
1515,Yew logs
1517,Maple logs
1519,Willow logs
1521,Oak logs
1523,Lockpick
1525,Grimy snake weed
1526,Snake weed
1527,Grimy ardrigal
1528,Ardrigal
1529,Grimy sito foil
153,Fishing potion(2)
1530,Sito foil
1531,Grimy volencia moss
1532,Volencia moss
1533,Grimy rogue's purse
1535,Map part
1536,Map part
1537,Map part
1538,Crandor map
1539,Steel nails
1540,Anti-dragon shield
1542,Maze key
1543,Key
1544,Key
1545,Key
1546,Key
1547,Key
1548,Key
1549,Stake
155,Fishing potion(1)
1550,Garlic
1552,Seasoned sardine
1554,Fluffs' kitten
1555,Pet kitten
1557,Pet kitten
1558,Pet kitten
1559,Pet kitten
1560,Pet kitten
1561,Pet cat
1562,Pet cat
1563,Pet cat
1564,Pet cat
1565,Pet cat
1566,Pet cat
1567,Pet cat
1568,Pet cat
1569,Pet cat
157,Super strength(3)
1570,Pet cat
1571,Pet cat
1572,Pet cat
1573,Doogle leaves
1575,Cat training medal
1579,Thieves' armband
1580,Ice gloves
1581,Blamish snail slime
1582,Blamish oil
1583,Fire feather
1584,Id papers
1585,Oily fishing rod
1586,Miscellaneous key
1588,Grip's keyring
159,Super strength(2)
1590,Dusty key
1591,Jail key
1592,Ring mould
1594,Unholy mould
1595,Amulet mould
1597,Necklace mould
1599,Holy mould
16,Magic whistle
1601,Diamond
1603,Ruby
1623,Uncut sapphire
1625,Uncut opal
1627,Uncut jade
1629,Uncut red topaz
163,Super defence(3)
1631,Uncut dragonstone
1633,Crushed gem
1635,Gold ring
1637,Sapphire ring
1639,Emerald ring
1641,Ruby ring
1643,Diamond ring
1645,Dragonstone ring
1649,Sapphire ring
165,Super defence(2)
1650,Emerald ring
1651,Ruby ring
1652,Diamond ring
1653,Dragonstone ring
1654,Gold necklace
1656,Sapphire necklace
1658,Emerald necklace
1660,Ruby necklace
1662,Diamond necklace
1664,Dragon necklace
1668,Sapphire necklace
1669,Emerald necklace
167,Super defence(1)
1670,Ruby necklace
1671,Diamond necklace
1672,Dragon necklace
1673,Gold amulet (u)
1675,Sapphire amulet (u)
1677,Emerald amulet (u)
1679,Ruby amulet (u)
1681,Diamond amulet (u)
1683,Dragonstone amulet (u)
1686,Karamja gloves
1687,Sapphire amulet
1689,Ruby amulet
169,Ranging potion(3)
1690,Diamond amulet
1691,Dragonstone ammy
1692,Gold amulet
1694,Sapphire amulet
1696,Emerald amulet
1698,Ruby amulet
17,Grail bell
